0.01,0.05,0.001,5000,14.0754277558558
0.01,0.05,0.005,5000,14.072513354270912
0.01,0.05,0.01,5000,14.060566182869055
0.01,0.05,0.1,5000,14.028032519683633
0.01,0.05,0.5,5000,14.457628199022352
0.01,0.05,1,5000,15.363003900605774
0.01,0.1,0.001,5000,7.749019291961898
0.01,0.1,0.005,5000,19.20951890362814
0.01,0.1,0.01,5000,7.741238122624073
0.01,0.1,0.1,5000,19.32151492128706
0.01,0.1,0.5,5000,7.920700516056901
0.01,0.1,1,5000,9.183643699344678
0.01,1.0,0.001,5000,1.908920985029531
0.01,1.0,0.005,5000,1.9093483997966825
0.01,1.0,0.01,5000,1.9095911632121183
0.01,1.0,0.1,5000,1.9063285476121419
0.01,1.0,0.5,5000,2.0762758120834355
0.01,1.0,1,5000,2.7265588514870847
0.01,10.0,0.001,5000,1.4899513542552485
0.01,10.0,0.005,5000,1.4900535113939843
0.01,10.0,0.01,5000,1.4900850644440908
0.01,10.0,0.1,5000,1.4922907814390316
0.01,10.0,0.5,5000,1.709109101080007
0.01,10.0,1,5000,2.494295658397561
0.01,20.0,0.001,5000,1.4290852008842565
0.01,20.0,0.005,5000,1.4295230593320702
0.01,20.0,0.01,5000,1.4291118656649673
0.01,20.0,0.1,5000,1.4356020573388575
0.01,20.0,0.5,5000,1.6458934454617793
0.01,20.0,1,5000,-1
0.01,30.0,0.001,5000,1.388890559116583
0.01,30.0,0.005,5000,1.3889062930620366
0.01,30.0,0.01,5000,1.389061399594391
0.01,30.0,0.1,5000,1.4011925892556354
0.01,30.0,0.5,5000,1.6119225993381425
0.01,30.0,1,5000,-1
0.05,0.05,0.001,5000,-1
0.05,0.05,0.005,5000,-1
0.05,0.05,0.01,5000,-1
0.05,0.05,0.1,5000,-1
0.05,0.05,0.5,5000,-1
0.05,0.05,1,5000,-1
0.05,0.1,0.001,5000,-1
0.05,0.1,0.005,5000,-1
0.05,0.1,0.01,5000,-1
0.05,0.1,0.1,5000,-1
0.05,0.1,0.5,5000,-1
0.05,0.1,1,5000,-1
0.05,1.0,0.001,5000,1.3037950176523538
0.05,1.0,0.005,5000,1.3031913931217807
0.05,1.0,0.01,5000,1.3022619043790848
0.05,1.0,0.1,5000,1.3097581042458024
0.05,1.0,0.5,5000,1.562325080810554
0.05,1.0,1,5000,-1
0.05,10.0,0.001,5000,1.1424583395889278
0.05,10.0,0.005,5000,1.141971796634644
0.05,10.0,0.01,5000,1.1417420430805996
0.05,10.0,0.1,5000,1.142826997764324
0.05,10.0,0.5,5000,1.386651650837767
0.05,10.0,1,5000,-1
0.05,20.0,0.001,5000,1.1359140163910952
0.05,20.0,0.005,5000,1.1385366932148278
0.05,20.0,0.01,5000,1.1351308913233094
0.05,20.0,0.1,5000,1.1318547860220212
0.05,20.0,0.5,5000,1.3718300929471419
0.05,20.0,1,5000,-1
0.05,30.0,0.001,5000,1.144656220680287
0.05,30.0,0.005,5000,1.1442313771377022
0.05,30.0,0.01,5000,1.1517990604025619
0.05,30.0,0.1,5000,1.130724131770772
0.05,30.0,0.5,5000,1.3639313920554834
0.05,30.0,1,5000,-1
0.1,0.05,0.001,5000,-1
0.1,0.05,0.005,5000,-1
0.1,0.05,0.01,5000,-1
0.1,0.05,0.1,5000,-1
0.1,0.05,0.5,5000,-1
0.1,0.05,1,5000,-1
0.1,0.1,0.001,5000,-1
0.1,0.1,0.005,5000,-1
0.1,0.1,0.01,5000,-1
0.1,0.1,0.1,5000,-1
0.1,0.1,0.5,5000,-1
0.1,0.1,1,5000,-1
0.1,1.0,0.001,5000,1.4668533166924738
0.1,1.0,0.005,5000,1.4666237472994192
0.1,1.0,0.01,5000,1.466504644524579
0.1,1.0,0.1,5000,1.4679495090761545
0.1,1.0,0.5,5000,1.7274375905267163
0.1,1.0,1,5000,-1
0.1,10.0,0.001,5000,1.128561721542628
0.1,10.0,0.005,5000,1.127425802346423
0.1,10.0,0.01,5000,1.1281191449687085
0.1,10.0,0.1,5000,1.121433822929254
0.1,10.0,0.5,5000,1.389658279404019
0.1,10.0,1,5000,-1
0.1,20.0,0.001,5000,1.1186323889691465
0.1,20.0,0.005,5000,1.1179319194994957
0.1,20.0,0.01,5000,1.1178631072823129
0.1,20.0,0.1,5000,1.120601608800617
0.1,20.0,0.5,5000,1.3723784866568467
0.1,20.0,1,5000,-1
0.1,30.0,0.001,5000,1.1277098825526108
0.1,30.0,0.005,5000,1.1308809462694118
0.1,30.0,0.01,5000,1.1277521313824888
0.1,30.0,0.1,5000,1.1259784925221457
0.1,30.0,0.5,5000,1.3695428157121337
0.1,30.0,1,5000,-1
0.5,0.05,0.001,5000,-1
0.5,0.05,0.005,5000,-1
0.5,0.05,0.01,5000,-1
0.5,0.05,0.1,5000,-1
0.5,0.05,0.5,5000,-1
0.5,0.05,1,5000,-1
0.5,0.1,0.001,5000,-1
0.5,0.1,0.005,5000,-1
0.5,0.1,0.01,5000,-1
0.5,0.1,0.1,5000,-1
0.5,0.1,0.5,5000,-1
0.5,0.1,1,5000,-1
0.5,1.0,0.001,5000,-1
0.5,1.0,0.005,5000,-1
0.5,1.0,0.01,5000,-1
0.5,1.0,0.1,5000,-1
0.5,1.0,0.5,5000,-1
0.5,1.0,1,5000,-1
0.5,10.0,0.001,5000,-1
0.5,10.0,0.005,5000,-1
0.5,10.0,0.01,5000,-1
0.5,10.0,0.1,5000,-1
0.5,10.0,0.5,5000,-1
0.5,10.0,1,5000,-1
0.5,20.0,0.001,5000,-1
0.5,20.0,0.005,5000,-1
0.5,20.0,0.01,5000,-1
0.5,20.0,0.1,5000,-1
0.5,20.0,0.5,5000,-1
0.5,20.0,1,5000,-1
0.5,30.0,0.001,5000,-1
0.5,30.0,0.005,5000,-1
0.5,30.0,0.01,5000,-1
0.5,30.0,0.1,5000,-1
0.5,30.0,0.5,5000,-1
0.5,30.0,1,5000,-1
1.0,0.05,0.001,5000,-1
1.0,0.05,0.005,5000,-1
1.0,0.05,0.01,5000,-1
1.0,0.05,0.1,5000,-1
1.0,0.05,0.5,5000,-1
1.0,0.05,1,5000,-1
1.0,0.1,0.001,5000,-1
1.0,0.1,0.005,5000,-1
1.0,0.1,0.01,5000,-1
1.0,0.1,0.1,5000,-1
1.0,0.1,0.5,5000,-1
1.0,0.1,1,5000,-1
1.0,1.0,0.001,5000,-1
1.0,1.0,0.005,5000,-1
1.0,1.0,0.01,5000,-1
1.0,1.0,0.1,5000,-1
1.0,1.0,0.5,5000,-1
1.0,1.0,1,5000,-1
1.0,10.0,0.001,5000,-1
1.0,10.0,0.005,5000,-1
1.0,10.0,0.01,5000,-1
1.0,10.0,0.1,5000,-1
1.0,10.0,0.5,5000,-1
1.0,10.0,1,5000,-1
1.0,20.0,0.001,5000,-1
1.0,20.0,0.005,5000,-1
1.0,20.0,0.01,5000,-1
1.0,20.0,0.1,5000,-1
1.0,20.0,0.5,5000,-1
1.0,20.0,1,5000,-1
1.0,30.0,0.001,5000,-1
1.0,30.0,0.005,5000,-1
1.0,30.0,0.01,5000,-1
1.0,30.0,0.1,5000,-1
1.0,30.0,0.5,5000,-1
1.0,30.0,1,5000,-1
5.0,0.05,0.001,5000,-1
5.0,0.05,0.005,5000,-1
5.0,0.05,0.01,5000,-1
5.0,0.05,0.1,5000,-1
5.0,0.05,0.5,5000,-1
5.0,0.05,1,5000,-1
5.0,0.1,0.001,5000,-1
5.0,0.1,0.005,5000,-1
5.0,0.1,0.01,5000,-1
5.0,0.1,0.1,5000,-1
5.0,0.1,0.5,5000,-1
5.0,0.1,1,5000,-1
5.0,1.0,0.001,5000,-1
5.0,1.0,0.005,5000,-1
5.0,1.0,0.01,5000,-1
5.0,1.0,0.1,5000,-1
5.0,1.0,0.5,5000,-1
5.0,1.0,1,5000,-1
5.0,10.0,0.001,5000,-1
5.0,10.0,0.005,5000,-1
5.0,10.0,0.01,5000,-1
5.0,10.0,0.1,5000,-1
5.0,10.0,0.5,5000,-1
5.0,10.0,1,5000,-1
5.0,20.0,0.001,5000,-1
5.0,20.0,0.005,5000,-1
5.0,20.0,0.01,5000,-1
5.0,20.0,0.1,5000,-1
5.0,20.0,0.5,5000,-1
5.0,20.0,1,5000,-1
5.0,30.0,0.001,5000,-1
5.0,30.0,0.005,5000,-1
5.0,30.0,0.01,5000,-1
5.0,30.0,0.1,5000,-1
5.0,30.0,0.5,5000,-1
5.0,30.0,1,5000,-1
